,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
22642,1195161,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CA,92563,1/15/2015,1/20/2015,Closed with explanation,Yes,
22643,1195241,Credit reporting,,Incorrect information on credit report,Information is not mine,SC,29016,1/15/2015,1/16/2015,Closed with explanation,Yes,
22644,1195212,Credit card,,Other,,VA,22207,1/15/2015,1/20/2015,Closed with explanation,Yes,
22645,1195201,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,34997,1/15/2015,1/20/2015,Closed with explanation,Yes,Yes
22646,1195188,Credit reporting,,Incorrect information on credit report,Public record,SC,29016,1/15/2015,1/16/2015,Closed with explanation,Yes,
22647,1195186,Bank account or service,Checking account,Using a debit or ATM card,,IL,61491,1/15/2015,1/16/2015,Closed with explanation,Yes,
22648,1195237,Prepaid card,General purpose card,Adding money,,FL,32708,1/15/2015,1/20/2015,Closed with monetary relief,Yes,
22649,1195216,Credit reporting,,Incorrect information on credit report,Account terms,MN,55042,1/15/2015,1/20/2015,Closed with explanation,Yes,
22650,1195215,Credit reporting,,Incorrect information on credit report,Account terms,MN,55042,1/15/2015,1/15/2015,Closed with explanation,Yes,
22651,1195214,Credit reporting,,Incorrect information on credit report,Personal information,MN,55042,1/15/2015,1/16/2015,Closed with non-monetary relief,Yes,
22652,1195232,Bank account or service,Savings account,"Account opening, closing, or management",,NY,11743,1/15/2015,1/15/2015,Closed with monetary relief,Yes,
22653,1195219,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,SC,29016,1/15/2015,1/15/2015,Closed with explanation,Yes,
22654,1195218,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,SC,29016,1/15/2015,1/15/2015,Closed with explanation,Yes,
22655,1195229,Debt collection,,Communication tactics,Frequent or repeated calls,FL,32034,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22656,1195225,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NY,12134,1/15/2015,1/20/2015,Closed with explanation,Yes,
22657,1195220,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,LA,70043,1/15/2015,1/20/2015,Closed with explanation,Yes,
22658,1195398,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,MN,55355,1/15/2015,1/16/2015,Closed with non-monetary relief,Yes,
22659,1195297,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OH,44216,1/15/2015,1/15/2015,Closed with explanation,Yes,
22660,1195383,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,WA,98056,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22661,1194787,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,OH,45216,1/15/2015,1/20/2015,Closed with explanation,Yes,
22662,1195339,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,19602,1/15/2015,1/21/2015,Closed,Yes,
22663,1194779,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CO,80916,1/15/2015,1/16/2015,Closed with explanation,Yes,
22664,1194780,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92301,1/15/2015,1/16/2015,Closed with explanation,Yes,
22665,1194715,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79316,1/15/2015,1/15/2015,Closed with explanation,Yes,
22666,1195293,Credit reporting,,Incorrect information on credit report,Account terms,GA,30083,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22667,1195255,Mortgage,Home equity loan or line of credit,"Application, originator, mortgage broker",,FL,34209,1/15/2015,1/20/2015,Closed with explanation,Yes,
22668,1195253,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91601,1/15/2015,1/20/2015,Closed with explanation,Yes,
22669,1195252,Credit reporting,,Incorrect information on credit report,Public record,SC,29445,1/15/2015,1/15/2015,Closed with explanation,Yes,
22670,1195246,Credit reporting,,Incorrect information on credit report,Account status,FL,33161,1/15/2015,1/23/2015,Closed with explanation,Yes,
22671,1195284,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Threatened to sue on too old debt,CA,90802,1/15/2015,1/15/2015,Closed with explanation,Yes,
22672,1195292,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,1/15/2015,1/23/2015,Closed with explanation,Yes,
22673,1195272,Bank account or service,Other bank product/service,Using a debit or ATM card,,CA,90504,1/15/2015,1/15/2015,Closed with explanation,Yes,
22674,1195263,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CT,6040,1/15/2015,1/20/2015,Closed with explanation,Yes,
22675,1193935,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OH,44128,1/15/2015,1/26/2015,Closed with explanation,Yes,
22676,1195258,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CO,80209,1/15/2015,1/23/2015,Closed with explanation,Yes,Yes
22677,1195291,Credit card,,Unsolicited issuance of credit card,,OH,45069,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22678,1195290,Credit reporting,,Incorrect information on credit report,Information is not mine,OH,45069,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22679,1195299,Credit card,,Rewards,,AK,99517,1/15/2015,1/15/2015,Closed with monetary relief,Yes,
22680,1195338,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,PA,19602,1/15/2015,1/20/2015,Closed with explanation,Yes,
22681,1194775,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,CA,94541,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,Yes
22682,1194758,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,IL,62221,1/15/2015,1/20/2015,Closed with explanation,Yes,
22683,1194718,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,NV,89519,1/15/2015,1/15/2015,Closed with explanation,Yes,
22684,1194719,Bank account or service,Other bank product/service,"Account opening, closing, or management",,DE,19703,1/15/2015,1/20/2015,Closed with explanation,Yes,
22685,1194716,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79316,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22686,1194732,Mortgage,Conventional fixed mortgage,Settlement process and costs,,MO,63366,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22687,1195298,Credit card,,Customer service / Customer relations,,MI,48271,1/15/2015,1/22/2015,Closed with monetary relief,Yes,
22688,1194738,Payday loan,,Can't contact lender,,NV,89106,1/15/2015,1/15/2015,Closed with explanation,Yes,
22689,1194756,Bank account or service,Checking account,Problems caused by my funds being low,,PA,15146,1/15/2015,1/20/2015,Closed with explanation,Yes,
22690,1194733,Credit reporting,,Incorrect information on credit report,Account status,CA,91601,1/15/2015,1/15/2015,Closed with explanation,Yes,
22691,1194745,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NY,11703,1/15/2015,1/15/2015,Closed with explanation,Yes,
22692,1194744,Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,NV,89108,1/15/2015,1/15/2015,Closed,Yes,Yes
22693,1194773,Debt collection,Payday loan,Improper contact or sharing of info,Contacted employer after asked not to,CA,95037,1/15/2015,1/15/2015,Closed with explanation,Yes,
22694,1195336,Credit reporting,,Incorrect information on credit report,Public record,UT,84648,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22695,1194765,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,CA,95677,1/15/2015,1/20/2015,Closed with explanation,Yes,
22696,1194764,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,FL,32601,1/15/2015,1/16/2015,Closed with explanation,Yes,
22697,1194760,Credit reporting,,Incorrect information on credit report,Public record,TN,38133,1/15/2015,1/20/2015,Closed with explanation,Yes,
22698,1195330,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,IL,60089,1/15/2015,1/15/2015,Closed with explanation,Yes,
22699,1195309,Consumer loan,Vehicle lease,Shopping for a loan or lease,,FL,33308,1/15/2015,1/15/2015,Closed with explanation,Yes,
22700,1195304,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TX,75056,1/15/2015,1/15/2015,Closed with explanation,Yes,
22701,1195318,Bank account or service,Other bank product/service,Using a debit or ATM card,,OH,44709,1/15/2015,1/20/2015,Closed with explanation,Yes,
22702,1195310,Bank account or service,Savings account,"Making/receiving payments, sending money",,CA,95030,1/15/2015,1/20/2015,Closed with explanation,Yes,
22703,1195316,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IL,60188,1/15/2015,1/15/2015,Closed with explanation,Yes,
22704,1195314,Credit reporting,,Incorrect information on credit report,Account terms,FL,33840,1/15/2015,1/21/2015,Closed with explanation,Yes,Yes
22705,1195312,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,94536,1/15/2015,1/22/2015,Closed with explanation,Yes,
22706,1195381,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,UT,84315,1/15/2015,1/15/2015,Closed with explanation,Yes,
22707,1195375,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,GA,31028,1/15/2015,1/26/2015,Closed with explanation,Yes,
22708,1195369,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,23666,1/15/2015,1/15/2015,Closed with explanation,No,
22709,1195344,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,KS,66213,1/15/2015,1/15/2015,Closed with explanation,Yes,
22710,1193876,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,78731,1/15/2015,1/21/2015,Closed with explanation,Yes,
22711,1195345,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,LA,71030,1/15/2015,1/21/2015,Untimely response,No,
22712,1195368,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,VA,23666,1/15/2015,1/15/2015,Closed with explanation,Yes,
22713,1195364,Student loan,Non-federal student loan,Dealing with my lender or servicer,,PA,17517,1/15/2015,1/26/2015,Closed with explanation,Yes,
22714,1195361,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CT,,1/15/2015,1/15/2015,Closed with explanation,Yes,
22715,1195359,Consumer loan,Installment loan,Taking out the loan or lease,,FL,33062,1/15/2015,1/20/2015,Closed with monetary relief,Yes,
22716,1193875,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,TX,78731,1/15/2015,1/15/2015,Closed with non-monetary relief,Yes,
22717,1195371,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MN,55104,1/15/2015,1/15/2015,Closed with explanation,No,
22718,1193864,Credit reporting,,Incorrect information on credit report,Account terms,GA,30072,1/15/2015,2/6/2015,Closed with explanation,Yes,
22719,1195370,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,IL,60402,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22720,1193867,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,AZ,86409,1/15/2015,1/20/2015,Closed with non-monetary relief,Yes,
22721,1193866,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,AZ,86409,1/15/2015,1/20/2015,Closed with explanation,Yes,
22722,1193865,Credit reporting,,Incorrect information on credit report,Account terms,GA,30072,1/15/2015,2/6/2015,In progress,Yes,
22723,1193868,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,AR,72120,1/15/2015,1/20/2015,Closed with explanation,Yes,Yes
22724,1193894,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,WA,98102,1/15/2015,1/20/2015,Closed with explanation,Yes,Yes
22725,1195380,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,77379,1/15/2015,1/15/2015,Closed with explanation,Yes,
22726,1193881,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33181,1/15/2015,1/20/2015,Closed with explanation,Yes,
22727,1193880,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,IL,61839,1/15/2015,1/21/2015,Closed with explanation,Yes,
22728,1193879,Credit card,,Payoff process,,CA,92026,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22729,1193893,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,NY,11779,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22730,1193887,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IL,60609,1/15/2015,1/26/2015,Untimely response,No,
22731,1193886,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IL,60609,1/15/2015,1/20/2015,Closed with explanation,Yes,
22732,1193885,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,IL,60609,1/15/2015,1/20/2015,Closed with explanation,Yes,
22733,1193891,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,,78027,1/15/2015,1/20/2015,Closed with explanation,Yes,
22734,1193889,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,CA,95451,1/15/2015,1/21/2015,Closed with explanation,Yes,Yes
22735,1193916,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,OR,97214,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22736,1193908,Credit card,,Other,,OH,44134,1/15/2015,1/20/2015,Closed with explanation,Yes,
22737,1193915,Credit card,,Closing/Cancelling account,,CA,92592,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22738,1193914,Credit card,,Closing/Cancelling account,,CA,92592,1/15/2015,3/17/2015,In progress,Yes,
22739,1193912,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37229,1/15/2015,1/20/2015,Closed with explanation,Yes,
22740,1193924,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,CA,90603,1/15/2015,1/15/2015,Closed with explanation,Yes,
22741,1193918,Credit reporting,,Incorrect information on credit report,Information is not mine,AZ,37229,1/15/2015,1/20/2015,Closed with explanation,Yes,
22742,1193917,Credit reporting,,Incorrect information on credit report,Information is not mine,TN,37229,1/15/2015,1/20/2015,Closed with explanation,Yes,Yes
22743,1193923,Student loan,Non-federal student loan,Can't repay my loan,,IL,60035,1/15/2015,1/15/2015,Closed with explanation,Yes,
22744,1193922,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,TX,78703,1/15/2015,1/15/2015,Closed with explanation,Yes,
22745,1193952,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,8107,1/15/2015,1/21/2015,Closed with explanation,Yes,
22746,1193987,Bank account or service,Checking account,Deposits and withdrawals,,DC,20011,1/15/2015,1/15/2015,Closed with explanation,Yes,Yes
22747,1193972,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,WI,53216,1/15/2015,1/20/2015,Closed with explanation,Yes,
