,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
4598,1257924,Credit card,,Identity theft / Fraud / Embezzlement,,CA,94553,2/25/2015,2/26/2015,Closed with explanation,Yes,
4599,1257917,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,NC,28590,2/25/2015,2/26/2015,Closed with explanation,Yes,
4600,1257914,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,GA,31203,2/25/2015,2/26/2015,In progress,Yes,
4601,1255880,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11101,2/25/2015,3/3/2015,Closed with explanation,Yes,
4602,1257915,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NJ,8081,2/25/2015,2/26/2015,Closed with explanation,Yes,
4603,1256754,Bank account or service,Checking account,"Account opening, closing, or management",,NY,13833,2/25/2015,3/3/2015,In progress,Yes,
4604,1257901,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,PA,17112,2/25/2015,2/26/2015,In progress,Yes,
4605,1257898,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,IL,60169,2/25/2015,2/26/2015,Closed with explanation,Yes,
4606,1256376,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,SC,29407,2/25/2015,2/25/2015,Closed with explanation,Yes,
4607,1256371,Credit card,,Credit card protection / Debt protection,,OH,44904,2/25/2015,2/25/2015,Closed with explanation,Yes,
4608,1256383,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,OK,74105,2/25/2015,2/25/2015,Closed with explanation,Yes,
4609,1256339,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MS,38637,2/25/2015,2/25/2015,In progress,Yes,
4610,1256355,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,GA,31088,2/25/2015,3/3/2015,Closed with non-monetary relief,Yes,
4611,1256338,Debt collection,,Communication tactics,Frequent or repeated calls,NY,11579,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4612,1257899,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,NY,12110,2/25/2015,3/4/2015,Closed with explanation,Yes,
4613,1256311,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,CA,92653,2/25/2015,3/3/2015,Closed with explanation,Yes,
4614,1256387,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,AR,72632,2/25/2015,3/10/2015,Closed,Yes,
4615,1256475,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,MA,2048,2/25/2015,3/3/2015,Closed with explanation,Yes,
4616,1257781,Bank account or service,Other bank product/service,Deposits and withdrawals,,NC,28262,2/25/2015,3/3/2015,Closed with explanation,Yes,
4617,1257769,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CT,6112,2/25/2015,3/4/2015,In progress,Yes,
4618,1256334,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,VA,23451,2/25/2015,2/25/2015,In progress,Yes,
4619,1257824,Money transfers,International money transfer,Other transaction issues,,CA,95355,2/25/2015,2/26/2015,In progress,Yes,
4620,1257766,Credit card,,Identity theft / Fraud / Embezzlement,,TX,77057,2/25/2015,2/26/2015,In progress,Yes,
4621,1257770,Bank account or service,Checking account,Problems caused by my funds being low,,MN,55418,2/25/2015,3/3/2015,Closed with explanation,Yes,
4622,1257765,Debt collection,,Communication tactics,Called after sent written cease of comm,TX,77057,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4623,1259325,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,GA,31569,2/25/2015,3/4/2015,In progress,Yes,
4624,1257189,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92656,2/25/2015,2/25/2015,In progress,Yes,
4625,1257752,Credit reporting,,Incorrect information on credit report,Account status,GA,30122,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4626,1257751,Credit reporting,,Incorrect information on credit report,Account status,GA,30122,2/25/2015,3/4/2015,Closed with explanation,Yes,
4627,1257195,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NJ,8812,2/25/2015,2/25/2015,Closed with explanation,Yes,
4628,1257746,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,95820,2/25/2015,3/2/2015,Closed with explanation,Yes,
4629,1255871,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NH,3055,2/25/2015,3/3/2015,Closed with explanation,Yes,Yes
4630,1257203,Consumer loan,Vehicle lease,Taking out the loan or lease,,CA,91302,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4631,1255908,Bank account or service,Savings account,"Account opening, closing, or management",,FL,33782,2/25/2015,2/25/2015,Closed with explanation,Yes,
4632,1257748,Bank account or service,Checking account,Problems caused by my funds being low,,CA,93212,2/25/2015,3/3/2015,Closed with explanation,Yes,
4633,1256426,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,FL,33311,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4634,1257245,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,CA,93553,2/25/2015,3/3/2015,In progress,Yes,
4635,1256255,Debt collection,,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,TN,38127,2/25/2015,2/25/2015,Untimely response,No,
4636,1257814,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,CA,92009,2/25/2015,2/26/2015,In progress,Yes,
4637,1255931,Credit reporting,,Incorrect information on credit report,Information is not mine,NY,11219,2/25/2015,2/25/2015,Closed with explanation,Yes,
4638,1257731,Credit reporting,,Credit reporting company's investigation,Inadequate help over the phone,NJ,7827,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4639,1256402,Credit reporting,,Incorrect information on credit report,Information is not mine,GA,30122,2/25/2015,3/4/2015,Closed with explanation,Yes,
4640,1256049,Credit reporting,,Incorrect information on credit report,Account status,NC,27519,2/25/2015,2/25/2015,Closed with explanation,Yes,
4641,1255968,Credit card,,Billing disputes,,GA,30189,2/25/2015,2/26/2015,Closed with monetary relief,Yes,
4642,1256701,Credit reporting,,Incorrect information on credit report,Account status,IL,62240,2/25/2015,2/25/2015,Closed with explanation,Yes,
4643,1257870,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OH,45840,2/25/2015,3/3/2015,Closed with non-monetary relief,Yes,
4644,1256444,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,PA,19606,2/25/2015,2/25/2015,Closed with explanation,Yes,
4645,1257889,Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,AL,35126,2/25/2015,2/26/2015,Closed with explanation,Yes,
4646,1257892,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,NV,89141,2/25/2015,2/26/2015,Closed with explanation,Yes,
4647,1255924,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92085,2/25/2015,2/26/2015,Closed with explanation,Yes,
4648,1257312,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,UT,84405,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4649,1255927,Debt collection,Credit card,Communication tactics,Threatened to take legal action,IN,46236,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4650,1256391,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OK,74948,2/25/2015,2/25/2015,Closed with explanation,Yes,
4651,1257750,Credit reporting,,Incorrect information on credit report,Account status,GA,30122,2/25/2015,3/4/2015,In progress,Yes,
4652,1256397,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,11050,2/25/2015,3/3/2015,In progress,Yes,
4653,1256419,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,NC,28001,2/25/2015,3/3/2015,Closed with explanation,Yes,
4654,1255926,Consumer loan,Vehicle lease,Managing the loan or lease,,MA,2324,2/25/2015,3/3/2015,Closed with explanation,Yes,Yes
4655,1257890,Debt collection,,Communication tactics,Frequent or repeated calls,RI,2919,2/25/2015,3/10/2015,Closed with explanation,Yes,
4656,1257038,Debt collection,"Other (phone, health club, etc.)",Taking/threatening an illegal action,Attempted to/Collected exempt funds,CA,94115,2/25/2015,3/4/2015,Closed with explanation,Yes,
4657,1259296,Consumer loan,Vehicle lease,Problems when you are unable to pay,,MI,48197,2/25/2015,2/26/2015,Closed with explanation,Yes,
4658,1255900,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NY,10550,2/25/2015,3/3/2015,In progress,Yes,
4659,1256277,Bank account or service,Checking account,"Account opening, closing, or management",,CA,90211,2/25/2015,2/26/2015,Closed with monetary relief,Yes,
4660,1257187,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,LA,70360,2/25/2015,2/25/2015,Closed with explanation,Yes,
4661,1256489,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33327,2/25/2015,2/25/2015,Closed with explanation,Yes,
4662,1256485,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91604,2/25/2015,2/25/2015,In progress,Yes,
4663,1256275,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,CO,80228,2/25/2015,3/3/2015,Closed with explanation,Yes,
4664,1257297,Credit card,,Billing disputes,,CT,6516,2/25/2015,3/3/2015,Closed with monetary relief,Yes,
4665,1257032,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,CA,92109,2/25/2015,2/25/2015,Closed with explanation,Yes,
4666,1257027,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,92345,2/25/2015,3/3/2015,Closed with explanation,Yes,
4667,1256398,Credit reporting,,Credit monitoring or identity protection,Problem cancelling or closing account,GA,30122,2/25/2015,2/25/2015,Closed with explanation,Yes,
4668,1257024,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,91504,2/25/2015,2/25/2015,Closed with explanation,Yes,
4669,1257206,Bank account or service,Savings account,"Account opening, closing, or management",,UT,84116,2/25/2015,2/25/2015,In progress,Yes,
4670,1257168,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,NV,89128,2/25/2015,3/3/2015,Closed with explanation,Yes,
4671,1257172,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,FL,34990,2/25/2015,3/3/2015,In progress,Yes,
4672,1256247,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,TX,77008,2/25/2015,2/25/2015,Closed with monetary relief,Yes,
4673,1257176,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,OR,97341,2/25/2015,2/25/2015,In progress,Yes,
4674,1255864,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,KY,41015,2/25/2015,3/3/2015,Closed with explanation,Yes,
4675,1255892,Bank account or service,Other bank product/service,Deposits and withdrawals,,NJ,7820,2/25/2015,2/26/2015,Closed with monetary relief,Yes,
4676,1256245,Debt collection,Medical,Communication tactics,Frequent or repeated calls,OH,43015,2/25/2015,3/3/2015,Closed with explanation,Yes,
4677,1257335,Debt collection,,Disclosure verification of debt,Not given enough info to verify debt,CA,94540,2/25/2015,2/25/2015,In progress,Yes,
4678,1257133,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77015,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4679,1257241,Debt collection,,Improper contact or sharing of info,Contacted me after I asked not to,CA,91789,2/25/2015,3/10/2015,Closed,Yes,
4680,1259309,Credit reporting,,Incorrect information on credit report,Account terms,TX,77489,2/25/2015,2/26/2015,In progress,Yes,
4681,1256997,Bank account or service,Checking account,"Account opening, closing, or management",,WA,98201,2/25/2015,3/3/2015,In progress,Yes,
4682,1257867,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91765,2/25/2015,2/26/2015,Closed with explanation,Yes,
4683,1257689,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,NJ,7470,2/25/2015,2/25/2015,Closed with explanation,Yes,
4684,1257687,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,FL,33173,2/25/2015,2/25/2015,Closed with explanation,Yes,
4685,1256840,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,PA,19010,2/25/2015,3/11/2015,Closed,Yes,
4686,1256448,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,TX,79938,2/25/2015,2/25/2015,Closed with explanation,Yes,
4687,1256472,Bank account or service,Checking account,"Account opening, closing, or management",,MA,2038,2/25/2015,2/25/2015,Closed with explanation,Yes,
4688,1256951,Consumer loan,Installment loan,Problems when you are unable to pay,,MO,63028,2/25/2015,3/6/2015,Closed with explanation,Yes,
4689,1257156,Credit reporting,,Incorrect information on credit report,Information is not mine,NC,28210,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4690,1256230,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,TX,78041,2/25/2015,3/3/2015,In progress,Yes,
4691,1256173,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33143,2/25/2015,2/25/2015,Closed with explanation,Yes,
4692,1257161,Credit card,,Other,,GA,31047,2/25/2015,2/25/2015,Closed with monetary relief,Yes,
4693,1257686,Consumer loan,Title loan,Payment to acct not credited,,GA,30326,2/25/2015,3/3/2015,Closed with explanation,Yes,
4694,1256237,Mortgage,Conventional fixed mortgage,Settlement process and costs,,CO,80110,2/25/2015,2/25/2015,In progress,Yes,
4695,1256838,Credit reporting,,Incorrect information on credit report,Account terms,SC,29651,2/25/2015,3/6/2015,Closed with explanation,Yes,
4696,1256936,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,UT,84604,2/25/2015,3/6/2015,Closed with non-monetary relief,Yes,
4697,1256229,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,VA,22554,2/25/2015,3/3/2015,Closed with explanation,Yes,
4698,1256919,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,CA,92672,2/25/2015,2/25/2015,Closed with explanation,Yes,
4699,1257395,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NC,28806,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4700,1256243,Credit reporting,,Incorrect information on credit report,Information is not mine,MN,55805,2/25/2015,2/25/2015,Closed with explanation,Yes,
4701,1256234,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,GA,30004,2/25/2015,3/3/2015,Closed with explanation,Yes,
4702,1256228,Debt collection,"Other (phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,MI,49423,2/25/2015,3/3/2015,Closed with explanation,Yes,
4703,1256174,Credit card,,Other,,TX,76227,2/25/2015,3/3/2015,Closed with explanation,Yes,
4704,1256912,Money transfers,Domestic (US) money transfer,Other transaction issues,,TX,76132,2/25/2015,3/3/2015,In progress,Yes,
4705,1256914,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,32656,2/25/2015,3/4/2015,In progress,Yes,
4706,1256171,Credit card,,Closing/Cancelling account,,NY,10573,2/25/2015,2/25/2015,Closed with explanation,Yes,
4707,1257715,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NM,88012,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4708,1256170,Bank account or service,Checking account,"Account opening, closing, or management",,MI,48204,2/25/2015,2/26/2015,In progress,Yes,
4709,1256400,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,GA,30122,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4710,1257387,Student loan,Non-federal student loan,Can't repay my loan,,NY,12401,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4711,1257386,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,OH,43014,2/25/2015,2/25/2015,Closed with explanation,Yes,
4712,1257872,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,CA,91763,2/25/2015,3/4/2015,Closed with explanation,Yes,Yes
4713,1257384,Credit card,,Customer service / Customer relations,,OH,44305,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4714,1256154,Credit card,,Unsolicited issuance of credit card,,NJ,8816,2/25/2015,3/2/2015,In progress,Yes,
4715,1256147,Prepaid card,General purpose card,"Overdraft, savings or rewards features",,HI,96826,2/25/2015,3/3/2015,Closed with monetary relief,Yes,
4716,1259495,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,UT,84405,2/25/2015,2/27/2015,Closed with explanation,Yes,
4717,1256881,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,95120,2/25/2015,3/3/2015,Closed with explanation,Yes,
4718,1255834,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,DE,19709,2/25/2015,2/25/2015,In progress,Yes,
4719,1255716,Money transfers,Domestic (US) money transfer,Fraud or scam,,NC,28097,2/25/2015,2/25/2015,Closed with explanation,Yes,
4720,1256856,Mortgage,VA mortgage,"Application, originator, mortgage broker",,FL,32925,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4721,1256146,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,GA,30306,2/25/2015,3/3/2015,Closed with explanation,Yes,
4722,1256139,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,GA,30044,2/25/2015,2/25/2015,In progress,Yes,
4723,1256836,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,NJ,7011,2/25/2015,2/25/2015,Closed with explanation,Yes,
4724,1256226,Credit card,,Closing/Cancelling account,,UT,84047,2/25/2015,3/3/2015,Closed with explanation,Yes,
4725,1256223,Credit card,,Customer service / Customer relations,,NJ,8053,2/25/2015,3/3/2015,Closed with explanation,Yes,
4726,1256807,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92057,2/25/2015,3/3/2015,In progress,Yes,
4727,1256196,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,IL,60002,2/25/2015,3/3/2015,Closed with explanation,Yes,
4728,1255715,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,WA,98272,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4729,1257333,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,CA,94540,2/25/2015,2/25/2015,In progress,Yes,
4730,1255720,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,91326,2/25/2015,3/3/2015,In progress,Yes,
4731,1256787,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,TN,37211,2/25/2015,2/25/2015,Closed with explanation,Yes,
4732,1256225,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91301,2/25/2015,2/26/2015,Closed with explanation,Yes,
4733,1256185,Consumer loan,Installment loan,Taking out the loan or lease,,SC,29325,2/25/2015,3/3/2015,In progress,Yes,
4734,1256178,Mortgage,Other mortgage,Other,,CA,94804,2/25/2015,3/3/2015,In progress,Yes,
4735,1256222,Consumer loan,Vehicle loan,Problems when you are unable to pay,,TX,78691,2/25/2015,3/3/2015,Closed with explanation,Yes,Yes
4736,1256780,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,CO,80504,2/25/2015,2/25/2015,Closed with explanation,Yes,
4737,1256201,Bank account or service,Checking account,"Account opening, closing, or management",,KY,40509,2/25/2015,2/26/2015,In progress,Yes,
4738,1256779,Bank account or service,Other bank product/service,Deposits and withdrawals,,AR,72143,2/25/2015,2/26/2015,Closed with explanation,Yes,
4739,1256200,Bank account or service,Checking account,"Account opening, closing, or management",,KY,40509,2/25/2015,2/26/2015,Closed with non-monetary relief,Yes,
4740,1256786,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,77354,2/25/2015,2/25/2015,In progress,Yes,
4741,1256199,Debt collection,Credit card,Improper contact or sharing of info,Contacted me after I asked not to,MN,56007,2/25/2015,2/25/2015,Closed with monetary relief,Yes,
4742,1256778,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,NE,68516,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4743,1256198,Consumer loan,Installment loan,Managing the loan or lease,,SC,,2/25/2015,2/26/2015,In progress,Yes,
4744,1257882,Bank account or service,Savings account,"Account opening, closing, or management",,CO,80301,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4745,1259540,Money transfers,International money transfer,Fraud or scam,,AZ,85032,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4746,1256211,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,NJ,7430,2/25/2015,3/3/2015,Closed with non-monetary relief,Yes,
4747,1256783,Debt collection,"Other (phone, health club, etc.)",Communication tactics,Frequent or repeated calls,MO,64093,2/25/2015,2/25/2015,Closed with non-monetary relief,Yes,
4748,1257368,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,98115,2/25/2015,2/25/2015,Closed with explanation,Yes,
4749,1259542,Mortgage,Conventional adjustable mortgage (ARM),Credit decision / Underwriting,,AZ,85032,2/25/2015,2/26/2015,Closed with explanation,Yes,
4750,1256208,Credit card,,Billing disputes,,FL,32224,2/25/2015,2/25/2015,Closed with explanation,Yes,
4751,1256202,Bank account or service,Checking account,Deposits and withdrawals,,FL,33756,2/25/2015,2/25/2015,Closed with explanation,Yes,
4752,1256812,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,OH,43004,2/25/2015,2/25/2015,Closed with explanation,Yes,
4753,1257373,Credit reporting,,Incorrect information on credit report,Information is not mine,PA,19607,2/25/2015,3/3/2015,Closed with explanation,Yes,
4754,1256220,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33852,2/25/2015,3/3/2015,Closed with monetary relief,Yes,
4755,1256219,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NY,10469,2/25/2015,3/3/2015,In progress,Yes,
4756,1257146,Credit reporting,,Incorrect information on credit report,Account status,,45342,2/25/2015,2/25/2015,Closed with explanation,Yes,
4757,1257359,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,33146,2/25/2015,2/25/2015,Closed with explanation,Yes,
4758,1257363,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,MD,20723,2/25/2015,2/25/2015,Closed with explanation,Yes,
4759,1256803,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8875,2/25/2015,3/3/2015,In progress,Yes,
4760,1257367,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,98115,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4761,1256231,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,DC,20002,2/25/2015,3/3/2015,In progress,Yes,
4762,1256796,Bank account or service,Checking account,Deposits and withdrawals,,CA,90630,2/25/2015,3/2/2015,Closed with explanation,Yes,
4763,1257380,Bank account or service,Checking account,Deposits and withdrawals,,MD,21207,2/25/2015,2/26/2015,Closed with explanation,Yes,
4764,1256833,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NJ,8721,2/25/2015,3/3/2015,Closed with explanation,Yes,Yes
4765,1257342,Credit card,,Application processing delay,,DC,20015,2/25/2015,3/2/2015,Closed with explanation,Yes,
4766,1255528,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,AZ,85282,2/25/2015,2/25/2015,Closed,Yes,Yes
4767,1255520,Bank account or service,Checking account,Using a debit or ATM card,,CO,80916,2/25/2015,3/4/2015,Closed with explanation,Yes,
4768,1257720,Mortgage,VA mortgage,Credit decision / Underwriting,,CA,92660,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4769,1257341,Credit card,,Closing/Cancelling account,,DC,20015,2/25/2015,3/2/2015,Closed with non-monetary relief,Yes,
4770,1255555,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10463,2/25/2015,2/25/2015,Closed with explanation,Yes,
4771,1255553,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,92882,2/25/2015,2/25/2015,In progress,Yes,
4772,1256808,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,NY,11040,2/25/2015,3/3/2015,Closed with explanation,Yes,
4773,1255724,Mortgage,FHA mortgage,Settlement process and costs,,MO,65619,2/25/2015,2/25/2015,Closed with explanation,Yes,
4774,1256831,Credit reporting,,Incorrect information on credit report,Account status,WI,53144,2/25/2015,3/6/2015,Closed with explanation,Yes,
4775,1256830,Money transfers,International money transfer,Other transaction issues,,MT,59801,2/25/2015,2/25/2015,Closed with explanation,Yes,
4776,1256820,Debt collection,Payday loan,False statements or representation,Impersonated an attorney or official,WI,53143,2/25/2015,2/25/2015,Closed with explanation,Yes,
4777,1256817,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MD,21774,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4778,1259545,Bank account or service,Checking account,"Account opening, closing, or management",,AZ,85032,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4779,1256814,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,FL,34481,2/25/2015,2/25/2015,Closed with explanation,Yes,
4780,1256821,Bank account or service,Other bank product/service,Deposits and withdrawals,,FL,33467,2/25/2015,3/3/2015,Closed with explanation,Yes,
4781,1256828,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33444,2/25/2015,3/4/2015,Closed with explanation,Yes,
4782,1257149,Credit card,,Billing disputes,,TX,77383,2/25/2015,3/2/2015,Closed with explanation,Yes,
4783,1256823,Credit reporting,,Incorrect information on credit report,Information is not mine,IN,47714,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4784,1259543,Consumer loan,Vehicle loan,Taking out the loan or lease,,AZ,85032,2/25/2015,2/26/2015,Closed with explanation,Yes,Yes
4785,1259539,Credit card,,Billing disputes,,AZ,85032,2/25/2015,2/26/2015,Closed,Yes,Yes
4786,1255781,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,WI,54140,2/25/2015,3/3/2015,Closed with explanation,Yes,
4787,1257325,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,GA,30228,2/25/2015,2/25/2015,Closed with explanation,Yes,
4788,1256446,Credit reporting,,Incorrect information on credit report,Information is not mine,CA,92660,2/25/2015,2/25/2015,In progress,Yes,
4789,1256852,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19114,2/25/2015,2/25/2015,Closed with explanation,Yes,
4790,1257098,Credit card,,Bankruptcy,,NC,27514,2/25/2015,2/26/2015,Closed with explanation,Yes,
4791,1257873,Money transfers,Domestic (US) money transfer,Wrong amount charged or received,,IL,60564,2/25/2015,2/26/2015,Closed with explanation,Yes,
4792,1256906,Debt collection,,False statements or representation,Impersonated an attorney or official,AK,99611,2/25/2015,2/25/2015,Closed with explanation,Yes,
4793,1257265,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,MA,1473,2/25/2015,3/3/2015,Closed with explanation,Yes,
4794,1257014,Mortgage,FHA mortgage,Settlement process and costs,,CA,95207,2/25/2015,2/25/2015,Closed with explanation,Yes,
4795,1256841,Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,TX,78660,2/25/2015,2/25/2015,Closed with explanation,Yes,Yes
4796,1256902,Student loan,Non-federal student loan,Dealing with my lender or servicer,,IN,46062,2/25/2015,2/25/2015,Closed with explanation,Yes,
4797,1256868,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,HI,96825,2/25/2015,3/3/2015,Closed with explanation,Yes,Yes
4798,1256853,Bank account or service,Checking account,Deposits and withdrawals,,CO,80219,2/25/2015,2/26/2015,Closed with monetary relief,Yes,
4799,1256865,Credit reporting,,Incorrect information on credit report,Account terms,WA,99403,2/25/2015,2/25/2015,In progress,Yes,
